,Name,Tweet Order,Text,Compound,Positive,Negative,Neutral,Time,Adj Time
105,@CBSNews,95,"""Holy grail of shipwrecks"": Centuries-old sailing ship found on Florida beach https://t.co/0UFY58eisE https://t.co/JMF8x4Qacg",0.0,0.0,0.0,1.0,Sat Mar 31 04:03:04 +0000 2018,2018-03-31 04:03:04+00:00
106,@CBSNews,94,San Francisco police release video of deadly barber shop shooting https://t.co/G1Zyz2PJjB https://t.co/sGOnPAlM08,0.0,0.0,0.0,1.0,Sat Mar 31 03:48:04 +0000 2018,2018-03-31 03:48:04+00:00
107,@CBSNews,93,Youth from famed photo believed among dead as SUV flies off cliff https://t.co/fqbIMzV2zL https://t.co/7LodeTprnW,-0.6486,0.0,0.249,0.751,Sat Mar 31 03:33:04 +0000 2018,2018-03-31 03:33:04+00:00
108,@CBSNews,92,Widespread teacher absences close Kentucky schools amid anger over pension bill https://t.co/to12qSnaiZ https://t.co/76JKN2TwvI,-0.5719,0.0,0.236,0.764,Sat Mar 31 03:18:04 +0000 2018,2018-03-31 03:18:04+00:00
109,@CBSNews,91,"Mega Millions winning numbers for Friday, March 30 https://t.co/m9iokK8CFi https://t.co/hqlPPeMqDi",0.5267,0.274,0.0,0.726,Sat Mar 31 03:10:05 +0000 2018,2018-03-31 03:10:05+00:00
110,@CBSNews,90,"""She's a monster,"" say parents of boy allegedly molested by teacher Brittany Zamora https://t.co/OcAmEtykUB https://t.co/nGIvOG7UlU",-0.4404,0.0,0.182,0.818,Sat Mar 31 03:03:04 +0000 2018,2018-03-31 03:03:04+00:00
111,@CBSNews,89,Schlitterbahn water park indictments highlight lax state rules that cover amusement parks https://t.co/lVXiXfw2Lj https://t.co/8s7tZa9jGm,0.5994,0.29,0.0,0.71,Sat Mar 31 02:30:01 +0000 2018,2018-03-31 02:30:01+00:00
112,@CBSNews,88,"The Parkland school shooter, charged with killing 17 people, has been getting piles of fan mail while he sits in ja… https://t.co/YG2cMx9bow",-0.5994,0.084,0.225,0.691,Sat Mar 31 02:10:01 +0000 2018,2018-03-31 02:10:01+00:00
113,@CBSNews,87,"After Adnan Syed had his murder conviction thrown out for a second time, what's next for the subject of ""Serial,"" t… https://t.co/EaOBJVXtmn",-0.6908,0.0,0.19,0.81,Sat Mar 31 01:50:01 +0000 2018,2018-03-31 01:50:01+00:00
114,@CBSNews,86,"""Clueless"" actress turned conservative commentator Stacey Dash is backing out of her bid for Congress… https://t.co/UuurjnhpOb",0.0258,0.068,0.0,0.932,Sat Mar 31 01:30:02 +0000 2018,2018-03-31 01:30:02+00:00
115,@CBSNews,85,Democratic congresswoman apologizes for not protecting women in her office; they allege being harassed by her forme… https://t.co/5eIM6JH5X1,-0.25,0.114,0.159,0.727,Sat Mar 31 01:10:01 +0000 2018,2018-03-31 01:10:01+00:00
116,@CBSNews,84,"While the national average for lead poisoning is about three percent, more than 11 percent of Milwaukee's children… https://t.co/WYojvaMosy",-0.5859,0.0,0.174,0.826,Sat Mar 31 00:50:00 +0000 2018,2018-03-31 00:50:00+00:00
117,@CBSNews,83,U.S. says it has the support of the U.N. Security Council for a new package of sanctions against North Korea… https://t.co/ZAOjUVAhGo,0.6249,0.221,0.0,0.779,Sat Mar 31 00:30:00 +0000 2018,2018-03-31 00:30:00+00:00
118,@CBSNews,82,"David Hogg, a survivor of last month's school shooting in Parkland, Florida, has rejected an apology from Fox News… https://t.co/gW5e7P8pQs",-0.1531,0.161,0.143,0.696,Sat Mar 31 00:10:01 +0000 2018,2018-03-31 00:10:01+00:00
119,@CBSNews,81,"President Trump's unscripted remark this week about pulling out of Syria ""very soon,"" while at odds with his own po… https://t.co/68DddelJOg",0.0,0.0,0.0,1.0,Fri Mar 30 23:50:01 +0000 2018,2018-03-30 23:50:01+00:00
120,@CBSNews,80,Concern over Russian ships lurking around vital undersea cables https://t.co/NxDA4il9l1 https://t.co/lYc8wC5dzc,0.1779,0.173,0.118,0.709,Sat Mar 31 04:48:04 +0000 2018,2018-03-31 04:48:04+00:00
121,@CBSNews,79,Nortre Dame defeats UConn with buzzer shot with 1 second left in OT https://t.co/l132yyFAkC https://t.co/tWd7KstzNc,-0.3182,0.0,0.15,0.85,Sat Mar 31 04:42:05 +0000 2018,2018-03-31 04:42:05+00:00
122,@CBSNews,78,"After bodies found in mine, man arrested in teens' deaths https://t.co/hTIMmRReII https://t.co/Fb20Bl7dP5",-0.4767,0.0,0.22,0.78,Sat Mar 31 04:33:05 +0000 2018,2018-03-31 04:33:05+00:00
123,@CBSNews,77,Blizzard-like conditions expected in spring storm slamming northern Plains https://t.co/2SXXcykbJv,0.0,0.0,0.0,1.0,Sat Mar 31 04:24:05 +0000 2018,2018-03-31 04:24:05+00:00
124,@CBSNews,76,Noor Salman verdict: Pulse nightclub gunman's widow not guilty https://t.co/BvttDeNfS6 https://t.co/b6ZUsZ3kBp,0.4464,0.304,0.0,0.696,Sat Mar 31 04:18:04 +0000 2018,2018-03-31 04:18:04+00:00
125,@CBSNews,75,"""Holy grail of shipwrecks"": Centuries-old sailing ship found on Florida beach https://t.co/0UFY58eisE https://t.co/JMF8x4Qacg",0.0,0.0,0.0,1.0,Sat Mar 31 04:03:04 +0000 2018,2018-03-31 04:03:04+00:00
126,@CBSNews,74,San Francisco police release video of deadly barber shop shooting https://t.co/G1Zyz2PJjB https://t.co/sGOnPAlM08,0.0,0.0,0.0,1.0,Sat Mar 31 03:48:04 +0000 2018,2018-03-31 03:48:04+00:00
127,@CBSNews,73,Youth from famed photo believed among dead as SUV flies off cliff https://t.co/fqbIMzV2zL https://t.co/7LodeTprnW,-0.6486,0.0,0.249,0.751,Sat Mar 31 03:33:04 +0000 2018,2018-03-31 03:33:04+00:00
128,@CBSNews,72,Widespread teacher absences close Kentucky schools amid anger over pension bill https://t.co/to12qSnaiZ https://t.co/76JKN2TwvI,-0.5719,0.0,0.236,0.764,Sat Mar 31 03:18:04 +0000 2018,2018-03-31 03:18:04+00:00
129,@CBSNews,71,"Mega Millions winning numbers for Friday, March 30 https://t.co/m9iokK8CFi https://t.co/hqlPPeMqDi",0.5267,0.274,0.0,0.726,Sat Mar 31 03:10:05 +0000 2018,2018-03-31 03:10:05+00:00
130,@CBSNews,70,"""She's a monster,"" say parents of boy allegedly molested by teacher Brittany Zamora https://t.co/OcAmEtykUB https://t.co/nGIvOG7UlU",-0.4404,0.0,0.182,0.818,Sat Mar 31 03:03:04 +0000 2018,2018-03-31 03:03:04+00:00
131,@CBSNews,69,Schlitterbahn water park indictments highlight lax state rules that cover amusement parks https://t.co/lVXiXfw2Lj https://t.co/8s7tZa9jGm,0.5994,0.29,0.0,0.71,Sat Mar 31 02:30:01 +0000 2018,2018-03-31 02:30:01+00:00
132,@CBSNews,68,"The Parkland school shooter, charged with killing 17 people, has been getting piles of fan mail while he sits in ja… https://t.co/YG2cMx9bow",-0.5994,0.084,0.225,0.691,Sat Mar 31 02:10:01 +0000 2018,2018-03-31 02:10:01+00:00
133,@CBSNews,67,"After Adnan Syed had his murder conviction thrown out for a second time, what's next for the subject of ""Serial,"" t… https://t.co/EaOBJVXtmn",-0.6908,0.0,0.19,0.81,Sat Mar 31 01:50:01 +0000 2018,2018-03-31 01:50:01+00:00
134,@CBSNews,66,"""Clueless"" actress turned conservative commentator Stacey Dash is backing out of her bid for Congress… https://t.co/UuurjnhpOb",0.0258,0.068,0.0,0.932,Sat Mar 31 01:30:02 +0000 2018,2018-03-31 01:30:02+00:00
135,@CBSNews,65,Democratic congresswoman apologizes for not protecting women in her office; they allege being harassed by her forme… https://t.co/5eIM6JH5X1,-0.25,0.114,0.159,0.727,Sat Mar 31 01:10:01 +0000 2018,2018-03-31 01:10:01+00:00
136,@CBSNews,64,"While the national average for lead poisoning is about three percent, more than 11 percent of Milwaukee's children… https://t.co/WYojvaMosy",-0.5859,0.0,0.174,0.826,Sat Mar 31 00:50:00 +0000 2018,2018-03-31 00:50:00+00:00
137,@CBSNews,63,U.S. says it has the support of the U.N. Security Council for a new package of sanctions against North Korea… https://t.co/ZAOjUVAhGo,0.6249,0.221,0.0,0.779,Sat Mar 31 00:30:00 +0000 2018,2018-03-31 00:30:00+00:00
138,@CBSNews,62,"David Hogg, a survivor of last month's school shooting in Parkland, Florida, has rejected an apology from Fox News… https://t.co/gW5e7P8pQs",-0.1531,0.161,0.143,0.696,Sat Mar 31 00:10:01 +0000 2018,2018-03-31 00:10:01+00:00
139,@CBSNews,61,"President Trump's unscripted remark this week about pulling out of Syria ""very soon,"" while at odds with his own po… https://t.co/68DddelJOg",0.0,0.0,0.0,1.0,Fri Mar 30 23:50:01 +0000 2018,2018-03-30 23:50:01+00:00
140,@CBSNews,60,A Florida jury deliberated for just over 12 hours before acquitting the widow of the Pulse nightclub shooter… https://t.co/h1tGOOQCIt,0.3182,0.119,0.0,0.881,Fri Mar 30 23:30:01 +0000 2018,2018-03-30 23:30:01+00:00
141,@CBSNews,59,"A roadside bomb killed one American and one British soldier Friday, the first U.S. combat death in Syria this year… https://t.co/DqozbJrXCZ",-0.9325,0.0,0.467,0.533,Fri Mar 30 23:10:01 +0000 2018,2018-03-30 23:10:01+00:00
142,@CBSNews,58,"One man traveled 6,500 miles to confront the West African man who tried to scam him on the internet -- and then, a… https://t.co/22zQnyfXoV",-0.6597,0.0,0.197,0.803,Fri Mar 30 22:57:54 +0000 2018,2018-03-30 22:57:54+00:00
143,@CBSNews,57,"RT @CBSEveningNews: “The hours that I am putting in, I don't think I can sustain for much longer.” 

Teachers in Kentucky, Arizona and Okla…",0.0,0.0,0.0,1.0,Fri Mar 30 22:45:38 +0000 2018,2018-03-30 22:45:38+00:00
144,@CBSNews,56,"At least 15 Palestinians were killed, and more than 1,000 wounded fighting Israeli troops along the Gaza border on… https://t.co/vQvZdE2xv5",-0.7906,0.0,0.28,0.72,Fri Mar 30 22:42:41 +0000 2018,2018-03-30 22:42:41+00:00
145,@CBSNews,55,RT @CBSEveningNews: At least 15 Palestinians were killed and more than a thousand wounded fighting Israeli troops along the Gaza border. To…,-0.7906,0.0,0.269,0.731,Fri Mar 30 22:41:31 +0000 2018,2018-03-30 22:41:31+00:00
146,@CBSNews,54,"Neither officer involved in fatal 2016 Alton Sterling shooting will face criminal charges; Officer Blane Salamoni,… https://t.co/57XVFsKtKT",-0.8402,0.0,0.391,0.609,Fri Mar 30 22:39:21 +0000 2018,2018-03-30 22:39:21+00:00
147,@CBSNews,53,"Attorney Ben Crump: ""The narrative that had been put forth is that they had to open fire because [Clark] was chargi… https://t.co/ZBdRkuN6au",-0.34,0.0,0.103,0.897,Fri Mar 30 22:35:50 +0000 2018,2018-03-30 22:35:50+00:00
148,@CBSNews,52,The family of Stephon Clark says the results of an autopsy they had done are at odds with the police version of the… https://t.co/6zCLeuj8pM,0.0,0.0,0.0,1.0,Fri Mar 30 22:34:37 +0000 2018,2018-03-30 22:34:37+00:00
149,@CBSNews,51,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC
Thanks for being with us #OriginalReporting #CBSE…",0.4404,0.112,0.0,0.888,Fri Mar 30 22:30:00 +0000 2018,2018-03-30 22:30:00+00:00
150,@CBSNews,50,"NEW: ""Officer Blane Salamoni has been terminated from the Baton Rouge Police Department, effective today,"" police c… https://t.co/AG9jnzFPzn",0.4767,0.154,0.0,0.846,Fri Mar 30 22:23:24 +0000 2018,2018-03-30 22:23:24+00:00
151,@CBSNews,49,Man who allegedly escaped federal custody -- as he was about to be deported to Senegal -- has been captured by immi… https://t.co/vH2dEThCQM,0.0,0.0,0.0,1.0,Fri Mar 30 22:20:01 +0000 2018,2018-03-30 22:20:01+00:00
152,@CBSNews,48,"""Fear cannot be a driver for an officer's response to every incident,"" Baton Rouge police chief says, addressing po… https://t.co/HDkIBAV3gP",-0.4939,0.0,0.151,0.849,Fri Mar 30 22:10:25 +0000 2018,2018-03-30 22:10:25+00:00
153,@CBSNews,47,"WATCH: ""On the advice of his attorney, Officer Salamoni chose not to answer any of our questions,"" Baton Rouge poli… https://t.co/wzZlIaAKDY",0.0,0.0,0.0,1.0,Fri Mar 30 22:08:22 +0000 2018,2018-03-30 22:08:22+00:00
154,@CBSNews,46,"By day, an accountant; by night, he took to the ice to debut as the Chicago Blackhawks' goalie… https://t.co/pt5SXukMou",0.0,0.0,0.0,1.0,Fri Mar 30 22:00:02 +0000 2018,2018-03-30 22:00:02+00:00
155,@CBSNews,45,Most 17 year olds are thinking about prom. She's trying to decide between the nine Ph.D. programs that've offered h… https://t.co/yupBPBE5pJ,0.0,0.0,0.0,1.0,Fri Mar 30 21:40:01 +0000 2018,2018-03-30 21:40:01+00:00
156,@CBSNews,44,"Last year, LaGuardia Airport had the highest rate of flight cancellations, at 3.2 percent, among the 25 busiest air… https://t.co/mJDEBHBkcW",0.0,0.0,0.0,1.0,Fri Mar 30 21:20:01 +0000 2018,2018-03-30 21:20:01+00:00
157,@CBSNews,43,"Fourteen Palestinians killed in clashes with Israeli forces, as thousands of Palestinians marched to Gaza's border… https://t.co/UH7SFGUdoh",-0.6705,0.0,0.22,0.78,Fri Mar 30 21:00:02 +0000 2018,2018-03-30 21:00:02+00:00
158,@CBSNews,42,Looking to increase your energy during your workout? What you eat before you head to the gym could make all the dif… https://t.co/TOWWYGqsUb,0.5267,0.173,0.0,0.827,Fri Mar 30 20:44:05 +0000 2018,2018-03-30 20:44:05+00:00
159,@CBSNews,41,"Two summers ago, 10-year-old Caleb Schwab was decapitated on ""Verruckt,"" the world's largest water slide. Now, thre… https://t.co/zaQwNmiHEV",0.0,0.0,0.0,1.0,Fri Mar 30 20:01:38 +0000 2018,2018-03-30 20:01:38+00:00
160,@CBSNews,40,"After 11 advertisers drop Laura Ingraham, supporters of the conservative TV host are now calling for a boycott of t… https://t.co/nGNqPUjv7z",-0.128,0.119,0.181,0.7,Fri Mar 30 19:42:29 +0000 2018,2018-03-30 19:42:29+00:00
161,@CBSNews,39,"Sister Jean, Loyola-Chicago's adored 98-year-old team chaplain, is politely trash-talking Michigan ahead of the sch… https://t.co/xvTIW20CXf",0.4215,0.157,0.0,0.843,Fri Mar 30 19:10:30 +0000 2018,2018-03-30 19:10:30+00:00
162,@CBSNews,38,"2 ISIS fighters from a cell known for beheading hostages are breaking their silence:
https://t.co/EdVe9VdJzO https://t.co/zXHql75uU5",-0.0516,0.0,0.085,0.915,Fri Mar 30 18:50:01 +0000 2018,2018-03-30 18:50:01+00:00
163,@CBSNews,37,"Arnold Schwarzenegger has undergone heart surgery, but contrary to some reports, it was a planned procedure, accord… https://t.co/8xqwZJgGTA",0.0,0.0,0.0,1.0,Fri Mar 30 18:30:01 +0000 2018,2018-03-30 18:30:01+00:00
164,@CBSNews,36,"""Each none of these bullets independently possessed a fatal capacity. Meaning, that out of them, all he needed to h… https://t.co/L9KuhbZn2Y",-0.5423,0.0,0.156,0.844,Fri Mar 30 18:06:23 +0000 2018,2018-03-30 18:06:23+00:00
165,@CBSNews,35,MORE: Dr. Bennet Omalu says he concluded Stephon Clark was shot 7 times in the back https://t.co/z3yFByQrVw https://t.co/duSPuHB31E,0.0,0.0,0.0,1.0,Fri Mar 30 18:03:28 +0000 2018,2018-03-30 18:03:28+00:00
166,@CBSNews,34,"""The second autopsy -- there were a total of 8 gunshot wounds. A total of 8 gunshot wounds, meaning that he was hit… https://t.co/DlSWxXJYhB",0.0,0.0,0.0,1.0,Fri Mar 30 18:01:45 +0000 2018,2018-03-30 18:01:45+00:00
167,@CBSNews,33,"WATCH LIVE: Sacramento officials hold a press conference, where Stephon Clark's autopsy results are expected to be… https://t.co/asDRpQOMQv",0.0,0.0,0.0,1.0,Fri Mar 30 17:57:12 +0000 2018,2018-03-30 17:57:12+00:00
168,@CBSNews,32,7 Roman Catholic devotees in the Philippines were nailed to wooden crosses in a Good Friday reenactment of Jesus Ch… https://t.co/BDPTx5pwzQ,0.5267,0.206,0.0,0.794,Fri Mar 30 17:45:02 +0000 2018,2018-03-30 17:45:02+00:00
169,@CBSNews,31,3 Las Vegas teenagers on spring break died in a fiery crash in Southern California after their car was hit by a sus… https://t.co/mOygeQVJto,-0.8271,0.0,0.326,0.674,Fri Mar 30 17:30:01 +0000 2018,2018-03-30 17:30:01+00:00
170,@CBSNews,30,Parkland school shooter Nikolas Cruz has been getting piles of fan mail while he sits in jail -- but he hasn't been… https://t.co/2SLoOK6cdH,0.1655,0.07,0.0,0.93,Fri Mar 30 17:15:01 +0000 2018,2018-03-30 17:15:01+00:00
171,@CBSNews,29,"12 people have been killed  in Israel-Gaza clashes along the border, Palestinian Health Ministry says… https://t.co/XFMQ7aWELY",-0.6705,0.0,0.231,0.769,Fri Mar 30 16:58:31 +0000 2018,2018-03-30 16:58:31+00:00
172,@CBSNews,28,"RT @CBSEveningNews: While @OnTheRoadCBS in Africa our Steve Hartman came across the 'Daily Talk"" chalkboard on the busiest street in Monrov…",0.0,0.0,0.0,1.0,Fri Mar 30 16:52:56 +0000 2018,2018-03-30 16:52:56+00:00
173,@CBSNews,27,"A 48-foot section of the ""holy grail of shipwrecks"" has washed ashore on a Florida beach, thrilling researchers who… https://t.co/j7lmzgOKBy",0.4767,0.154,0.0,0.846,Fri Mar 30 16:41:02 +0000 2018,2018-03-30 16:41:02+00:00
174,@CBSNews,26,"The Vatican is denying that Pope Francis told an Italian journalist that ""there is no hell"" https://t.co/2lBJdM9gna https://t.co/BYjyjvFDpd",-0.8481,0.0,0.38,0.62,Fri Mar 30 16:25:01 +0000 2018,2018-03-30 16:25:01+00:00
175,@CBSNews,25,"In a clear signal to the West, Russia released video today of a test launch of a new intercontinental ballistic mis… https://t.co/GQ5pd48er6",0.3818,0.126,0.0,0.874,Fri Mar 30 16:08:00 +0000 2018,2018-03-30 16:08:00+00:00
176,@CBSNews,24,"A 19,000-pound space station is falling toward Earth and scientists project it may land sometime between Saturday a… https://t.co/0V84xoyDzL",-0.1531,0.0,0.086,0.914,Fri Mar 30 15:50:32 +0000 2018,2018-03-30 15:50:32+00:00
177,@CBSNews,23,"American service member killed in Syria roadside bombing, U.S. military official confirms to CBS News… https://t.co/Liu7lEzydg",-0.6705,0.0,0.231,0.769,Fri Mar 30 15:35:01 +0000 2018,2018-03-30 15:35:01+00:00
178,@CBSNews,22,A search and rescue team of 9 people and a cadaver dog are searching the area where an SUV plunged off a California… https://t.co/bGMsAqXLf9,0.5106,0.148,0.0,0.852,Fri Mar 30 15:20:01 +0000 2018,2018-03-30 15:20:01+00:00
179,@CBSNews,21,"""We have a little slogan we say, 'Worship, work and win.' We need to do all of those things. God always hears, but… https://t.co/M7KiCbT1QM",0.2732,0.087,0.0,0.913,Fri Mar 30 15:04:56 +0000 2018,2018-03-30 15:04:56+00:00
180,@CBSNews,20,"WATCH LIVE: Sister Jean Schmidt, Loyola-Chicago's team chaplain, gives a press conference ahead of the #FinalFour… https://t.co/w4Vi7Oz8MY",0.0,0.0,0.0,1.0,Fri Mar 30 15:01:23 +0000 2018,2018-03-30 15:01:23+00:00
181,@CBSNews,19,"""I feel so bad for themI lost a child, I know how it feels,” Noor Salman’s cousin says to victims of Pulse nightclu… https://t.co/NnFdJTQcak",-0.8439,0.0,0.324,0.676,Fri Mar 30 14:56:56 +0000 2018,2018-03-30 14:56:56+00:00
182,@CBSNews,18,"""I said from day one that she was innocent and that I will stand here in front of you when the jury comes up with t… https://t.co/9yyHq4zqCX",0.34,0.088,0.0,0.912,Fri Mar 30 14:53:07 +0000 2018,2018-03-30 14:53:07+00:00
183,@CBSNews,17,"""The family wants to first say we are very sorry for the family members and friends of the 49 victims of the Pulse… https://t.co/xFzLfWhgOe",0.0534,0.111,0.139,0.75,Fri Mar 30 14:50:36 +0000 2018,2018-03-30 14:50:36+00:00
184,@CBSNews,16,"Noor Salman, the wife of the Pulse nightclub shooter, cried when the not guilty verdict was read and so did the fam… https://t.co/W6Fq4UYKFL",-0.1808,0.088,0.153,0.758,Fri Mar 30 14:42:04 +0000 2018,2018-03-30 14:42:04+00:00
185,@CBSNews,15,"""I think many people will be surprised by the verdict, and perhaps others who followed the trial more closely won't… https://t.co/W6IolJGwhm",0.3612,0.156,0.0,0.844,Fri Mar 30 14:39:20 +0000 2018,2018-03-30 14:39:20+00:00
186,@CBSNews,14,"NEW: Noor Salman, the wife of Pulse nightclub shooter Omar Mateen, found not guilty of aiding her husband with the… https://t.co/pNTpXnAJD7",0.3252,0.104,0.0,0.896,Fri Mar 30 14:35:17 +0000 2018,2018-03-30 14:35:17+00:00
187,@CBSNews,13,"WATCH: SpaceX Falcon 9 rocket launches into space from Vandenberg Air Force Base in California, carrying 10 communi… https://t.co/0rNRzxM0RK",0.0,0.0,0.0,1.0,Fri Mar 30 14:17:31 +0000 2018,2018-03-30 14:17:31+00:00
188,@CBSNews,12,Investigators on special counsel Robert Mueller's team have been asking questions about the 2016 Republican Nationa… https://t.co/J3G9omw3jP,0.4019,0.144,0.0,0.856,Fri Mar 30 14:15:01 +0000 2018,2018-03-30 14:15:01+00:00
189,@CBSNews,11,"NEW: Jurors have reached a verdict in the trial of Noor Salman, the widow of the Pulse nightclub shooter; verdict e… https://t.co/IC13CZMUAt",0.3818,0.204,0.0,0.796,Fri Mar 30 14:03:59 +0000 2018,2018-03-30 14:03:59+00:00
190,@CBSNews,10,"Russian ships are lurking around underwater communications cables, causing the U.S. and its allies to worry the Kre… https://t.co/VTBt6bBJ78",-0.5267,0.0,0.206,0.794,Fri Mar 30 14:00:02 +0000 2018,2018-03-30 14:00:02+00:00
191,@CBSNews,9,"Hard numbers:
??70: Estimated 70% of guns recovered at crime scenes in Mexico crime since 2009 were purchased in th… https://t.co/3vYMH9fZ4K",-0.8126,0.0,0.318,0.682,Fri Mar 30 13:45:19 +0000 2018,2018-03-30 13:45:19+00:00
192,@CBSNews,8,Walmart's appeal is gaining among Democrats as a majority of shoppers who identify as Democrats now say they would… https://t.co/UFKVL7OOLv,0.4215,0.135,0.0,0.865,Fri Mar 30 13:45:01 +0000 2018,2018-03-30 13:45:01+00:00
193,@CBSNews,7,Next week marks 50 years since the nation was gripped by the death of Martin Luther King Jr. His death was met by a… https://t.co/uXC8t3p0PQ,-0.8316,0.0,0.253,0.747,Fri Mar 30 13:38:55 +0000 2018,2018-03-30 13:38:55+00:00
194,@CBSNews,6,"Scott Foster, a 36-year-old accountant-turned-emergency Chicago Blackhawks goalie, stars in his NHL debut:… https://t.co/l5ftf0i9UB",0.0,0.0,0.0,1.0,Fri Mar 30 13:30:01 +0000 2018,2018-03-30 13:30:01+00:00
195,@CBSNews,5,Federal grand jury charges Texas pastor and Louisiana financial planner with bilking investors out of more than $1… https://t.co/pZ89kgSNSz,0.2263,0.136,0.095,0.769,Fri Mar 30 13:15:03 +0000 2018,2018-03-30 13:15:03+00:00
196,@CBSNews,4,Schools in several of Kentucky's largest counties were forced to close Friday when teachers angered by the passage… https://t.co/IemRxEG6oE,-0.743,0.0,0.27,0.73,Fri Mar 30 13:00:02 +0000 2018,2018-03-30 13:00:02+00:00
197,@CBSNews,3,"Russia goes beyond tit-for-tat in diplomatic duel with U.S., ordering 60 U.S. diplomats out of the country and clos… https://t.co/kuMzGf0NOj",0.0,0.0,0.0,1.0,Fri Mar 30 12:40:01 +0000 2018,2018-03-30 12:40:01+00:00
198,@CBSNews,2,Sunday Times royal correspondent Roya Nikkhah joins @CBSThisMorning from London to discuss: https://t.co/CEtJkHhQsk,0.0,0.0,0.0,1.0,Fri Mar 30 12:38:57 +0000 2018,2018-03-30 12:38:57+00:00
199,@CBSNews,1,"The royal wedding is 50 days away, and we're starting to learn who Prince Harry and Meghan Markle are including in… https://t.co/jdqKkyVVBY",0.0,0.0,0.0,1.0,Fri Mar 30 12:34:22 +0000 2018,2018-03-30 12:34:22+00:00
200,@CNN,100,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/ByWMuyNNrU https://t.co/2HETOC1giC,0.4404,0.153,0.0,0.847,Sat Mar 31 04:31:05 +0000 2018,2018-03-31 04:31:05+00:00
201,@CNN,99,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/PDc0nZA1n5",0.2732,0.1,0.0,0.9,Sat Mar 31 04:16:00 +0000 2018,2018-03-31 04:16:00+00:00
202,@CNN,98,"Would you ride in this ""Roseanne"" car? A New York City subway train car was transformed to resemble Roseanne's livi… https://t.co/jn8FRusjFB",0.0,0.0,0.0,1.0,Sat Mar 31 04:16:00 +0000 2018,2018-03-31 04:16:00+00:00
203,@CNN,97,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/q0l42J3hzo",0.6369,0.301,0.089,0.61,Sat Mar 31 04:02:20 +0000 2018,2018-03-31 04:02:20+00:00
204,@CNN,96,"From revolution to reform, how did the Vatican respond to the splintering of a once universal Catholic church?… https://t.co/tYpjnWu1vS",0.0,0.0,0.0,1.0,Sat Mar 31 03:45:16 +0000 2018,2018-03-31 03:45:16+00:00
205,@CNN,95,"Dr. Bennet Omalu, a pioneering pathologist credited with discovering CTE, spoke Friday about the findings of his th… https://t.co/MYDJGw3Wvv",0.3612,0.128,0.0,0.872,Sat Mar 31 03:31:01 +0000 2018,2018-03-31 03:31:01+00:00
206,@CNN,94,Ethan Sonneborn is 13 and he's running to be the next governor of Vermont https://t.co/aNi6zLG7st https://t.co/S5nfZMvWap,0.0,0.0,0.0,1.0,Sat Mar 31 03:16:02 +0000 2018,2018-03-31 03:16:02+00:00
207,@CNN,93,The White House office that vets appointees is inexperienced and understaffed -- and aides played a drinking game i… https://t.co/Kk1Vx3KkaL,0.34,0.118,0.0,0.882,Sat Mar 31 03:06:02 +0000 2018,2018-03-31 03:06:02+00:00
208,@CNN,92,"To critics who say she should ""go away"" after losing to Trump, Hillary Clinton says, ""they never said that to any m… https://t.co/C4BluiJ1DU",-0.5859,0.0,0.186,0.814,Sat Mar 31 03:01:02 +0000 2018,2018-03-31 03:01:02+00:00
209,@CNN,91,RT @CNNTonight: Rep. Ted Lieu says US Attorney General Jeff Sessions made the right call in appointing a prosecutor to investigate claims o…,0.0,0.0,0.0,1.0,Sat Mar 31 02:58:30 +0000 2018,2018-03-31 02:58:30+00:00
210,@CNN,90,An official with the US Immigration and Customs Enforcement office in San Francisco apologized for posting an image… https://t.co/kjCGRIXtEJ,0.3182,0.113,0.0,0.887,Sat Mar 31 02:46:06 +0000 2018,2018-03-31 02:46:06+00:00
211,@CNN,89,Mississippi State is heading to the NCAA women's national championship game after beating Louisville 73-63 in overt… https://t.co/6AjYA3iWuq,-0.0258,0.132,0.137,0.731,Sat Mar 31 02:31:09 +0000 2018,2018-03-31 02:31:09+00:00
212,@CNN,88,Is India distancing itself from the Tibetan exile community six decades after the Dalai Lama fled to the country?… https://t.co/ZMPZV96hPG,0.0,0.0,0.0,1.0,Sat Mar 31 02:24:33 +0000 2018,2018-03-31 02:24:33+00:00
213,@CNN,87,Google's Clips camera automates aspects of the picture-taking process. But can it replace photographers with an alg… https://t.co/mU5I2iTH6G,0.0,0.0,0.0,1.0,Sat Mar 31 02:13:36 +0000 2018,2018-03-31 02:13:36+00:00
214,@CNN,86,"""When the fire alarm went off in my gym the other morning, barely anyone paid attention. ... Many of us are equally… https://t.co/RR9qfL7SoF",-0.5859,0.0,0.186,0.814,Sat Mar 31 02:03:28 +0000 2018,2018-03-31 02:03:28+00:00
215,@CNN,85,"""What is odd and unprecedented is to have your daughter, your son-in-law, your pilot, your physician - you can go d… https://t.co/pvsnU5lzf4",-0.3182,0.0,0.103,0.897,Sat Mar 31 01:53:43 +0000 2018,2018-03-31 01:53:43+00:00
